Grau;Área;Emitir;Código;Descrição
 9-10;Linguagem;Habilidades linguísticas;L.9-10.3.b;Revisar e editar o trabalho para reduzir a redundância (repetição ineficaz de ideias ou detalhes). [Essas habilidades provavelmente exigirão atenção contínua nos anos finais do ensino fundamental e no ensino médio, pois se aplicam a uma escrita e expressão oral cada vez mais sofisticadas.]
 9-10;Linguagem;Aquisição e uso do vocabulário;L.9-10.4;Determinar ou esclarecer o significado de palavras e frases desconhecidas ou com múltiplos significados, de acordo com a leitura e o conteúdo dos 9º e 10º anos, escolhendo com flexibilidade entre uma variedade de estratégias.
 9-10;Linguagem;Aquisição e uso do vocabulário;L.9-10.4.a;"Utilize o contexto (por exemplo, o significado geral de uma frase, parágrafo ou texto; a posição ou função de uma palavra em uma frase) como uma pista para o significado de uma palavra ou expressão."
 9-10;Linguagem;Aquisição e uso do vocabulário;L.9-10.4.b;"Identificar e usar corretamente padrões de mudança de palavras que indicam diferentes significados ou classes gramaticais (por exemplo, analisar, análise, analítico; defender, defesa)."
 9-10;Linguagem;Aquisição e uso do vocabulário;L.9-10.4.c;Consulte materiais de referência gerais e especializados (por exemplo, dicionários, glossários, tesauros), tanto impressos quanto digitais, para encontrar a pronúncia de uma palavra ou para determinar ou esclarecer seu significado preciso, sua parte gramatical ou sua etimologia.
 9-10;Linguagem;Aquisição e uso do vocabulário;L.9-10.4.d;Verificar a determinação preliminar do significado de uma palavra ou frase (por exemplo, verificando o significado inferido do contexto ou em um dicionário).
 9-10;Linguagem;Aquisição e uso do vocabulário;L.9-10.5;Demonstrar compreensão da linguagem figurada, das relações entre as palavras e das nuances de significado das palavras.
 9-10;Linguagem;Aquisição e uso do vocabulário;L.9-10.5.a;Interpretar figuras de retórica (por exemplo, eufemismo, oximoro) em contexto e analisar seu papel no texto.
 9-10;Linguagem;Aquisição e uso do vocabulário;L.9-10.5.b;Analise as nuances de significado de palavras com denotações semelhantes.
 9-10;Linguagem;Aquisição e uso do vocabulário;L.9-10.6;"Adquirir e usar com precisão palavras e frases acadêmicas gerais e específicas da área, apropriadas para o seu nível escolar; pesquisar palavras de forma independente e adquirir conhecimento de vocabulário. (Consulte o Padrão 4 de Leitura de Literatura dos 9º e 10º anos e o Padrão 4 de Leitura Informativa dos 9º e 10º anos para aplicar o conhecimento de vocabulário à leitura; consulte o Padrão 5 de Escrita dos 9º e 10º anos e o Padrão 4 de Expressão Oral e Escuta dos 9º e 10º anos para aprimorar a escrita e as apresentações aplicando o conhecimento de vocabulário.)"
 9-10;Leitura em história e ciências sociais;Ideias e detalhes principais;RCA-H.9-10.1;Cite evidências textuais específicas para fundamentar a análise de fontes primárias e secundárias, levando em consideração características como a data e a origem da informação.
 9-10;Leitura em história e ciências sociais;Ideias e detalhes principais;RCA-H.9-10.2;"Determinar as ideias ou informações centrais de uma fonte primária ou secundária; fornecer um resumo preciso de como os principais eventos ou ideias se desenvolvem ao longo de um texto."
 9-10;Leitura em história e ciências sociais;Ideias e detalhes principais;RCA-H.9-10.3;"Analise detalhadamente uma série de eventos descritos em um texto; determine se os eventos anteriores causaram os subsequentes ou simplesmente os precederam."
 9-10;Leitura em história e ciências sociais;Artesanato e estrutura;RCA-H.9-10.4;Determine o significado de palavras e frases acadêmicas gerais e específicas da área, conforme usadas em um texto, incluindo vocabulário que descreve aspectos políticos, sociais ou econômicos da história ou dos estudos sociais.
 9-10;Leitura em história e ciências sociais;Artesanato e estrutura;RCA-H.9-10.5;Analise como um texto utiliza a estrutura para enfatizar pontos-chave ou desenvolver uma explicação ou análise.
 9-10;Leitura em história e ciências sociais;Artesanato e estrutura;RCA-H.9-10.6;Compare os pontos de vista de dois ou mais autores sobre como eles abordam o mesmo tema ou temas semelhantes, incluindo os detalhes que incluem e enfatizam em seus respectivos relatos.
 9-10;Leitura em história e ciências sociais;Integração de conhecimento e ideias;RCA-H.9-10.7;Integre análises quantitativas ou técnicas (por exemplo, gráficos, dados de pesquisa) com análises qualitativas em textos impressos ou digitais.
 9-10;Leitura em história e ciências sociais;Integração de conhecimento e ideias;RCA-H.9-10.8;Avalie em que medida o raciocínio e as evidências em um texto sustentam as afirmações do autor.
 9-10;Leitura em história e ciências sociais;Integração de conhecimento e ideias;RCA-H.9-10.9;Compare e contraste as abordagens do mesmo tema em diversas fontes primárias e secundárias.
 9-10;Leitura em história e ciências sociais;Alcance de leitura e nível de complexidade do texto;RCA-H.9-10.10;Ler e compreender de forma independente e competente textos de história e estudos sociais com um nível de complexidade adequado à série ou ao curso. Consultar informações sobre as dimensões qualitativas e quantitativas da complexidade textual.
 9-10;Leitura em assuntos científicos, profissionais e técnicos;Ideias e detalhes principais;RCA-ST.9-10.1;Cite evidências textuais específicas para fundamentar a análise de textos científicos e técnicos, atentando-se aos detalhes precisos das explicações ou descrições.
 9-10;Leitura em assuntos científicos, profissionais e técnicos;Ideias e detalhes principais;RCA-ST.9-10.2;"Determinar as ideias centrais ou conclusões de um texto; acompanhar a explicação ou descrição de um processo, fenômeno ou conceito complexo presente no texto; fornecer um resumo preciso de um texto."
 9-10;Leitura em assuntos científicos, profissionais e técnicos;Ideias e detalhes principais;RCA-ST.9-10.3;Para seguir com precisão um procedimento complexo e com várias etapas ao realizar experimentos, fazer medições ou executar tarefas técnicas, levando em consideração casos especiais ou exceções definidos no texto.
 9-10;Leitura em assuntos científicos, profissionais e técnicos;Artesanato e estrutura;RCA-ST.9-10.4;Determinar o significado do vocabulário acadêmico geral, bem como de símbolos, termos-chave, notações e outras palavras e frases específicas da área, conforme usadas em um contexto científico ou técnico específico relevante para textos e tópicos dos 9º e 10º anos.
 9-10;Leitura em assuntos científicos, profissionais e técnicos;Artesanato e estrutura;RCA-ST.9-10.5;Analise a estrutura das relações entre os conceitos em um texto, incluindo as relações entre termos-chave (por exemplo, força, atrito, força de reação, energia).
 9-10;Leitura em assuntos científicos, profissionais e técnicos;Artesanato e estrutura;RCA-ST.9-10.6;Analise o propósito do autor ao fornecer uma explicação, descrever um procedimento ou discutir um experimento em um texto, definindo a questão que o autor busca abordar.
 9-10;Leitura em assuntos científicos, profissionais e técnicos;Integração de conhecimento e ideias;RCA-ST.9-10.7;Traduzir informações quantitativas ou técnicas expressas em palavras em um texto para uma forma visual (por exemplo, uma tabela ou um gráfico) e traduzir informações expressas visualmente ou matematicamente (por exemplo, em uma equação) para palavras.
 9-10;Leitura em assuntos científicos, profissionais e técnicos;Integração de conhecimento e ideias;RCA-ST.9-10.8;Avaliar em que medida o raciocínio e as evidências em um texto sustentam a afirmação do autor ou uma recomendação para a solução de um problema científico ou técnico.
 9-10;Leitura em assuntos científicos, profissionais e técnicos;Integração de conhecimento e ideias;RCA-ST.9-10.9;Compare e contraste as descobertas apresentadas em um texto com as de outras fontes (incluindo seus próprios experimentos), observando onde as descobertas apoiam ou contradizem explicações ou relatos anteriores.
 9-10;Leitura em assuntos científicos, profissionais e técnicos;Alcance de leitura e nível de complexidade do texto;RCA-ST.9-10.10;Ler e compreender, de forma independente e competente, textos científicos/técnicos de complexidade adequada ao nível/curso. (Veja mais sobre as dimensões qualitativas e quantitativas da complexidade textual).
 9-10;Escrita em áreas de conteúdo;Tipos e finalidades dos textos;WCA.9-10.1;Redija argumentos focados em conteúdo específico dentro da disciplina.
 9-10;Escrita em áreas de conteúdo;Tipos e finalidades dos textos;WCA.9-10.1.a;Apresente afirmações precisas, distinga entre afirmações ou críticas alternativas ou opostas e crie uma organização que estabeleça relações claras entre alegações, contra-argumentos ou críticas, razões e evidências.
 9-10;Escrita em áreas de conteúdo;Tipos e finalidades dos textos;WCA.9-10.1.b;Desenvolva argumentos e contra-argumentos/críticas de forma imparcial, fornecendo dados e evidências para cada um e apontando os pontos fortes e as limitações de ambos, de maneira apropriada à disciplina e que antecipe o nível de conhecimento e as preocupações do público.
 9-10;Escrita em áreas de conteúdo;Tipos e finalidades dos textos;WCA.9-10.1.c;Utilize palavras, frases e orações para conectar as seções principais do texto, criar coesão e esclarecer as relações entre afirmações e razões, entre razões e evidências, e entre afirmações e contra-argumentos/críticas.
 9-10;Escrita em áreas de conteúdo;Tipos e finalidades dos textos;WCA.9-10.1.d;Estabeleça e mantenha um estilo apropriado para o público e a finalidade (por exemplo, formal para textos acadêmicos), atentando-se às normas e convenções da disciplina em que está escrevendo.
 9-10;Escrita em áreas de conteúdo;Tipos e finalidades dos textos;WCA.9-10.1.e;Apresente uma declaração ou seção conclusiva que decorra do argumento apresentado ou o sustente.
 9-10;Escrita em áreas de conteúdo;Tipos e finalidades dos textos;WCA.9-10.2;Redija textos informativos/explicativos, incluindo a narração de eventos históricos, procedimentos/experimentos científicos ou processos técnicos.
 9-10;Escrita em áreas de conteúdo;Tipos e finalidades dos textos;WCA.9-10.2.a;"Apresente um tópico e organize ideias, conceitos e informações para estabelecer conexões e distinções importantes; inclua recursos textuais (por exemplo, títulos), gráficos (por exemplo, figuras, tabelas) e multimídia quando forem úteis para facilitar a compreensão."
 9-10;Escrita em áreas de conteúdo;Tipos e finalidades dos textos;WCA.9-10.2.b;Desenvolva o tema com dados bem escolhidos, relevantes e suficientes, definições ampliadas, detalhes concretos, citações ou outras informações e exemplos adequados ao conhecimento do público sobre o assunto.
 9-10;Escrita em áreas de conteúdo;Tipos e finalidades dos textos;WCA.9-10.2.c;Utilize transições e estruturas de frases variadas para conectar as seções principais do texto, criar coesão e esclarecer as relações entre ideias, conceitos ou procedimentos.
 9-10;Escrita em áreas de conteúdo;Tipos e finalidades dos textos;WCA.9-10.2.d;Utilize linguagem precisa e vocabulário específico da área para lidar com a complexidade do assunto e transmitir um estilo adequado à disciplina e ao contexto, bem como à experiência dos potenciais leitores.
 9-10;Escrita em áreas de conteúdo;Tipos e finalidades dos textos;WCA.9-10.2.e;Estabeleça e mantenha um estilo apropriado para o público e a finalidade (por exemplo, formal para textos acadêmicos), atentando-se às normas e convenções da disciplina em que está escrevendo.
 9-10;Escrita em áreas de conteúdo;Tipos e finalidades dos textos;WCA.9-10.2.f;Apresente uma declaração ou seção conclusiva que desenvolva e apoie as informações ou explicações apresentadas (por exemplo, articulando as implicações ou a importância do tópico).
 9-10;Escrita em áreas de conteúdo;Tipos e finalidades dos textos;WCA.9-10.3;Não aplicável como requisito separado. Observação: As habilidades narrativas dos alunos são desenvolvidas nessas séries. Os padrões exigem que os alunos sejam capazes de incorporar elementos narrativos de forma eficaz em argumentos e textos informativos ou explicativos. Em história e estudos sociais, os alunos devem ser capazes de incorporar relatos narrativos em suas análises de indivíduos ou eventos historicamente significativos. Em ciências, matemática e disciplinas técnicas, os alunos devem ser capazes de escrever descrições suficientemente precisas dos procedimentos passo a passo que utilizam em suas investigações, análises ou trabalhos técnicos, de modo que outros possam replicá-los e (possivelmente) alcançar os mesmos resultados. Além disso, os cursos profissionalizantes podem incluir formas mais específicas de composição narrativa: roteiros e storyboards em cinema, linhas do tempo e resumos de entrevistas em jornalismo, instruções de montagem ou uso seguro de ferramentas em marcenaria, e muito mais.
 9-10;Escrita em áreas de conteúdo;Produção e distribuição de obras escritas;WCA.9-10.4;Produzir textos claros e coerentes, nos quais o desenvolvimento, a organização e o estilo sejam adequados à tarefa, ao propósito e ao público-alvo.
 9-10;Escrita em áreas de conteúdo;Produção e distribuição de obras escritas;WCA.9-10.5;Desenvolva e aprimore a escrita conforme necessário, planejando, revisando, editando, reescrevendo ou experimentando uma nova abordagem, concentrando-se em abordar o que é mais significativo para um propósito e público específicos.
 9-10;Escrita em áreas de conteúdo;Produção e distribuição de obras escritas;WCA.9-10.6;Utilize a tecnologia, incluindo as plataformas de comunicação baseadas na web atuais, para produzir, publicar e atualizar produtos escritos individuais ou compartilhados, aproveitando a capacidade da tecnologia de se conectar com outras informações e exibi-las de maneira flexível e dinâmica.
 9-10;Escrita em áreas de conteúdo;Pesquisa para construir e apresentar conhecimento;WCA.9-10.7;"Realizar projetos de pesquisa de curta e longa duração para responder a uma pergunta (incluindo uma pergunta formulada pelo próprio pesquisador) ou resolver um problema; limitar ou expandir a pesquisa conforme apropriado; sintetizar múltiplas fontes sobre o tema, demonstrando compreensão do assunto investigado."
 9-10;Escrita em áreas de conteúdo;Pesquisa para construir e apresentar conhecimento;WCA.9-10.8;"Ao realizar pesquisas, reúna informações relevantes de múltiplas fontes impressas e digitais confiáveis, utilizando buscas avançadas de forma eficaz; avalie a utilidade de cada fonte para responder à questão da pesquisa; integre as informações ao texto de forma seletiva para manter a fluidez das ideias, evitando o plágio e seguindo um formato padrão para citações."
 9-10;Escrita em áreas de conteúdo;Pesquisa para construir e apresentar conhecimento;WCA.9-10.9;Extrair evidências de textos informativos para fundamentar análises, interpretações, reflexões e pesquisas. (Consulte o Padrão de Leitura 1 do 9º e 10º ano para obter mais informações sobre o uso de evidências textuais.)
 9-10;Escrita em áreas de conteúdo;Intervalo de escrita;WCA.9-10.10;Escreva rotineiramente por períodos prolongados (tempo para reflexão e revisão) e por períodos mais curtos (uma única sessão ou um ou dois dias) para uma variedade de tarefas, propósitos e públicos específicos da disciplina.
 9-10;Expressão oral e compreensão auditiva em áreas de conteúdo;Compreensão e colaboração;SLCA.9-10.1;Iniciar e participar efetivamente de diversas discussões colaborativas (individuais, em grupo e conduzidas pelo professor) com diferentes parceiros sobre textos e questões específicas da disciplina, aproveitando as ideias dos outros e expressando as próprias ideias de forma clara e persuasiva.
 9-10;Expressão oral e compreensão auditiva em áreas de conteúdo;Compreensão e colaboração;SLCA.9-1.a0.1;"Participe de discussões preparadas, após ler e pesquisar o material em estudo; utilize explicitamente essa preparação consultando evidências textuais e outras pesquisas sobre o tema ou questão para estimular uma troca de ideias ponderada e bem fundamentada. (Consulte o Padrão de Leitura 1 do 9º e 10º ano para obter mais informações sobre o uso de evidências textuais.)"
 9-10;Expressão oral e compreensão auditiva em áreas de conteúdo;Compreensão e colaboração;SLCA.9-1.b0.1;Trabalhar em conjunto com os colegas para estabelecer regras para discussões e tomadas de decisão colegiadas (por exemplo, consenso informal, votação sobre questões-chave, apresentação de pontos de vista alternativos), objetivos e cronogramas claros, e funções individuais conforme necessário.
 9-10;Expressão oral e compreensão auditiva em áreas de conteúdo;Compreensão e colaboração;SLCA.9-1.c0.1;"Estimular conversas através da formulação e resposta de perguntas que relacionem a discussão atual a tópicos mais amplos ou ideias mais abrangentes; envolver ativamente outras pessoas na discussão; e esclarecer, verificar ou questionar ideias e conclusões."
 9-10;Expressão oral e compreensão auditiva em áreas de conteúdo;Compreensão e colaboração;SLCA.9-1.d0.1;Responda de forma ponderada a diversas perspectivas, resuma os pontos de concordância e discordância e, quando necessário, qualifique ou justifique seus próprios pontos de vista e compreensão, estabelecendo novas conexões à luz das evidências e do raciocínio apresentados.
 9-10;Expressão oral e compreensão auditiva em áreas de conteúdo;Compreensão e colaboração;SLCA.9-10.2;Integrar múltiplas fontes de informação apresentadas em diversos meios ou formatos (por exemplo, visualmente, quantitativamente, oralmente), avaliando a credibilidade e a precisão de cada fonte.
 9-10;Expressão oral e compreensão auditiva em áreas de conteúdo;Compreensão e colaboração;SLCA.9-10.3;Avalie o ponto de vista, o raciocínio e o uso de evidências e retórica do orador, identificando qualquer raciocínio falacioso ou evidências exageradas ou distorcidas.
 9-10;Expressão oral e compreensão auditiva em áreas de conteúdo;Apresentação de conhecimento e ideias;SLCA.9-10.4;Apresente as informações, as descobertas e as evidências de apoio de forma clara, concisa e lógica, para que os ouvintes possam acompanhar a linha de raciocínio, e certifique-se de que a organização, o desenvolvimento, o vocabulário, o conteúdo e o estilo sejam adequados à finalidade, ao público e à tarefa.
 9-10;Expressão oral e compreensão auditiva em áreas de conteúdo;Apresentação de conhecimento e ideias;SLCA.9-10.5;Utilize estrategicamente recursos digitais (como áudio, vídeo e elementos interativos) em apresentações para aprimorar a compreensão das descobertas, do raciocínio e das evidências, além de torná-las mais interessantes.
 9-10;Expressão oral e compreensão auditiva em áreas de conteúdo;Apresentação de conhecimento e ideias;SLCA.9-10.6;Adaptar a fala a uma variedade de contextos e tarefas, demonstrando proficiência em inglês formal quando indicado ou apropriado.
 11-12;Ler literatura;Ideias e detalhes principais;RL.11-12.1;Cite evidências textuais sólidas e abrangentes para fundamentar sua análise do que um texto diz explicitamente, bem como as inferências feitas a partir dele, incluindo a identificação de pontos em que o texto deixa questões em aberto.
 11-12;Ler literatura;Ideias e detalhes principais;RL.11-12.2;"Identificar dois ou mais temas ou ideias centrais em um texto e analisar seu desenvolvimento ao longo do texto, incluindo como eles interagem e se complementam para produzir uma narrativa complexa; fornecer um resumo objetivo do texto."
 11-12;Ler literatura;Ideias e detalhes principais;RL.11-12.3;Analise o impacto das decisões do autor em relação ao desenvolvimento e à relação entre os elementos de uma história, poema ou peça teatral (por exemplo, onde a história se passa, como a ação é ordenada, como as personagens são apresentadas e desenvolvidas).
 11-12;Ler literatura;Artesanato e estrutura;RL.11-12.4;"Determine o significado figurado ou conotativo de palavras e frases usadas no texto; analise o impacto de palavras específicas ou padrões retóricos (por exemplo, como a linguagem evoca uma sensação de tempo e lugar, como as mudanças nos padrões retóricos indicam novas perspectivas). (Consulte os Padrões de Linguagem dos 4º ao 6º ano do Ensino Médio sobre a aplicação do conhecimento de vocabulário à leitura.)"
 11-12;Ler literatura;Artesanato e estrutura;RL.11-12.5;Analise como as decisões de um autor sobre a estrutura de partes específicas de um texto (por exemplo, a escolha de onde começar ou terminar uma história, a opção por um desfecho cômico ou trágico, a escolha por introduzir um novo tom ou ponto de vista) contribuem para a sua estrutura e significado geral, bem como para o seu impacto estético.
 11-12;Ler literatura;Artesanato e estrutura;RL.11-12.6;Analise um caso em que a compreensão do ponto de vista exige distinguir o que é afirmado diretamente em um texto do que realmente se quer dizer (por exemplo, sátira, sarcasmo, ironia, eufemismo, omissão notável).
 11-12;Ler literatura;Integração de conhecimento e ideias;RL.11-12.7;Analise uma ou mais respostas críticas a uma obra literária ou conjunto de obras, incluindo como a perspectiva crítica (por exemplo, formal, histórica, feminista, sociológica, psicológica) influencia a interpretação.
 11-12;Ler literatura;Integração de conhecimento e ideias;RL.11-12.8;(Não aplicável. Para expectativas em relação às mensagens ou lições principais das histórias, consulte o Padrão de Leitura Literária 2.)
 11-12;Ler literatura;Integração de conhecimento e ideias;RL.11-12.9;Demonstrar conhecimento das obras fundamentais da literatura americana dos séculos XVIII, XIX e início do século XX, incluindo como dois ou mais textos do mesmo período abordam temas ou tópicos semelhantes.
 11-12;Ler literatura;Alcance de leitura e nível de complexidade do texto;RL.11-12.10;Ler e compreender, de forma independente e competente, textos literários que representam diversos gêneros, culturas e perspectivas, com um nível de complexidade adequado à série/curso. Consultar as informações sobre as dimensões qualitativas e quantitativas da complexidade textual.
 11-12;Leitura de um texto informativo;Ideias e detalhes principais;RI.11-12.1;Cite evidências textuais sólidas e abrangentes para fundamentar sua análise do que um texto afirma explicitamente, bem como as inferências feitas a partir dele, incluindo a identificação de pontos em que o texto deixa questões em aberto.
 11-12;Leitura de um texto informativo;Ideias e detalhes principais;RI.11-12.2;"Identificar duas ou mais ideias centrais em um texto e analisar seu desenvolvimento ao longo do texto, incluindo como elas interagem e se complementam para fornecer uma análise complexa; fornecer um resumo objetivo de um texto."
 11-12;Leitura de um texto informativo;Ideias e detalhes principais;RI.11-12.3;Analise um conjunto complexo de ideias ou uma sequência de eventos e explique como indivíduos, ideias ou eventos específicos interagem e se desenvolvem ao longo do texto.
 11-12;Leitura de um texto informativo;Artesanato e estrutura;RI.11-12.4;"Determine o significado de palavras e frases conforme usadas em um texto, incluindo significados figurativos, conotativos e técnicos; analise como um autor usa, refina ou revisa o significado de um ou mais termos-chave ao longo do texto (por exemplo, como Madison define ""facção"" no Federalista nº 10). (Consulte os Padrões de Linguagem dos 11º e 12º anos e dos 4º ao 6º anos para aplicar o conhecimento de vocabulário à leitura.)"
 11-12;Leitura de um texto informativo;Artesanato e estrutura;RI.11-12.5;Analise e avalie a eficácia da estrutura utilizada por um autor em uma exposição ou argumentação, mesmo que a estrutura apresente pontos claros, coerentes, convincentes e atraentes.
 11-12;Leitura de um texto informativo;Artesanato e estrutura;RI.11-12.6;Para determinar o ponto de vista ou propósito de um autor em um texto onde a retórica é particularmente eficaz, analisa-se como o estilo e o conteúdo contribuem para o poder, a persuasão ou a beleza do texto.
 11-12;Leitura de um texto informativo;Integração de conhecimento e ideias;RI.11-12.7;Integrar e avaliar múltiplas fontes de informação apresentadas em diferentes mídias ou formatos (por exemplo, tabelas, gráficos, fotografias, vídeos ou mapas), bem como em palavras, para abordar uma questão ou resolver um problema.
 11-12;Leitura de um texto informativo;Integração de conhecimento e ideias;RI.11-12.8;Delimitar e avaliar o raciocínio em textos históricos seminais, incluindo a aplicação de princípios constitucionais e o uso do raciocínio jurídico (por exemplo, em opiniões majoritárias e divergentes da Suprema Corte dos EUA), bem como as premissas, os objetivos e os argumentos em obras de defesa pública (por exemplo, O Federalista, discursos presidenciais).
 11-12;Leitura de um texto informativo;Integração de conhecimento e ideias;RI.11-12.9;Analise documentos anteriores ao século XX de importância histórica e literária (por exemplo, Magna Carta, Declaração da Independência, Declaração dos Direitos do Homem, Preâmbulo da Constituição, Declaração de Direitos) em termos de seus temas, objetivos e características retóricas.
 11-12;Leitura de um texto informativo;Alcance de leitura e nível de complexidade do texto;RI.11-12.10;Ler e compreender de forma independente e competente textos literários de não ficção que representem diversos gêneros, culturas e perspectivas, e que apresentem um nível de complexidade adequado à série/curso. (Consulte mais informações sobre as dimensões qualitativas e quantitativas da complexidade textual.)
 11-12;Escrita;Tipos e finalidades dos textos;W.11-12.1;Redija argumentos (por exemplo, ensaios, cartas ao editor, discursos de defesa) para sustentar afirmações em uma análise de tópicos ou textos substanciais, utilizando raciocínio válido e evidências relevantes e suficientes.
 11-12;Escrita;Tipos e finalidades dos textos;W.11-12.1.a;Apresente afirmações precisas e bem fundamentadas, estabeleça sua importância, distinga entre afirmações alternativas ou opostas e crie uma organização que ordene logicamente as afirmações, os contra-argumentos, as razões e as evidências.
 11-12;Escrita;Tipos e finalidades dos textos;W.11-12.1.b;Desenvolva argumentos e contra-argumentos de forma justa e completa, fornecendo as evidências mais relevantes para cada um e apontando os pontos fortes e as limitações de ambos, de uma maneira que antecipe o nível de conhecimento, as preocupações, os valores e os possíveis preconceitos do público.
 11-12;Escrita;Tipos e finalidades dos textos;W.11-12.1.c;Utilize palavras, frases e orações, bem como uma sintaxe variada, para conectar as seções principais do texto, criar coesão e esclarecer as relações entre afirmações e razões, entre razões e evidências, e entre afirmações e contra-argumentos.
 11-12;Escrita;Tipos e finalidades dos textos;W.11-12.1.d;Estabeleça e mantenha um estilo apropriado para o público e a finalidade (por exemplo, formal para textos acadêmicos), atentando-se às normas e convenções da disciplina em que está escrevendo.
 11-12;Escrita;Tipos e finalidades dos textos;W.11-12.1.e;Apresenta uma declaração ou seção conclusiva que decorre do argumento apresentado e o sustenta.
 11-12;Escrita;Tipos e finalidades dos textos;W.11-12.2;Redija textos informativos/explicativos (por exemplo, ensaios, apresentações orais, artigos biográficos) para examinar e transmitir ideias, conceitos e informações complexas de forma clara e precisa, por meio de seleção, organização e análise eficazes do conteúdo.
 11-12;Escrita;Tipos e finalidades dos textos;W.11-12.2.a;"Introduza um tópico; organize ideias, conceitos e informações complexas de forma que cada novo elemento se baseie no anterior para criar um todo unificado; inclua recursos textuais (por exemplo, títulos), gráficos (por exemplo, figuras, tabelas) e multimídia quando forem úteis para auxiliar na compreensão."
 11-12;Escrita;Tipos e finalidades dos textos;W.11-12.2.b;Desenvolva o tema de forma completa, selecionando os fatos mais significativos e relevantes, definições ampliadas, detalhes concretos, citações ou outras informações e exemplos adequados ao conhecimento do público sobre o assunto.
 11-12;Escrita;Tipos e finalidades dos textos;W.11-12.2.c;Utilize transições e sintaxe apropriadas e variadas para conectar as seções principais do texto, criar coesão e esclarecer as relações entre ideias e conceitos complexos.
 11-12;Escrita;Tipos e finalidades dos textos;W.11-12.2.d;Utilize linguagem precisa, vocabulário específico da área e técnicas como metáforas, comparações e analogias para lidar com a complexidade do tema.
 11-12;Escrita;Tipos e finalidades dos textos;W.11-12.2.e;Estabeleça e mantenha um estilo apropriado para o público e a finalidade (por exemplo, formal para textos acadêmicos), atentando-se às normas e convenções da disciplina em que está escrevendo.
 11-12;Escrita;Tipos e finalidades dos textos;W.11-12.2.f;Apresente uma declaração ou seção conclusiva que desenvolva e apoie as informações ou explicações apresentadas (por exemplo, articulando as implicações ou a importância do tópico).
 11-12;Escrita;Tipos e finalidades dos textos;W.11-12.3;Escreva narrativas para desenvolver experiências ou eventos usando técnicas literárias eficazes, detalhes bem escolhidos e sequências bem estruturadas.
 11-12;Escrita;Tipos e finalidades dos textos;W.11-12.3.a;"Envolva e oriente o leitor apresentando um problema, situação ou observação e sua importância, estabelecendo um ou mais pontos de vista e introduzindo um narrador e/ou personagens; crie uma progressão adequada de experiências ou eventos."
 11-12;Escrita;Tipos e finalidades dos textos;W.11-12.3.b;Utilize técnicas narrativas, como diálogo, ritmo, descrição, reflexão e múltiplas linhas narrativas, para desenvolver experiências, eventos e/ou personagens.
 11-12;Escrita;Tipos e finalidades dos textos;W.11-12.3.c;Utilize uma variedade de técnicas para sequenciar os eventos de forma que se complementem, criando um todo coerente e caminhando em direção a um tom e desfecho específicos (por exemplo, uma sensação de mistério, suspense, crescimento ou resolução).
 11-12;Escrita;Tipos e finalidades dos textos;W.11-12.3.d;Utilize palavras e frases precisas, detalhes reveladores e linguagem figurativa e sensorial para transmitir uma imagem vívida das experiências, eventos, ambiente e/ou personagens.
 11-12;Escrita;Tipos e finalidades dos textos;W.11-12.3.e;Apresente uma conclusão que derive e reflita o que foi vivenciado, observado ou resolvido ao longo da narrativa.
 11-12;Escrita;Produção e distribuição de obras escritas;W.11-12.4;Produza textos claros e coerentes, cujo desenvolvimento, organização e estilo sejam adequados à tarefa, ao propósito e ao público-alvo. (As expectativas específicas para cada nível de escolaridade em relação aos tipos de escrita estão definidas nos Padrões de Escrita 1 a 3.)
 11-12;Escrita;Produção e distribuição de obras escritas;W.11-12.5;Desenvolva e aprimore a escrita conforme necessário, planejando, revisando, editando, reescrevendo ou experimentando uma nova abordagem, concentrando-se em abordar o que é mais significativo para um propósito e público específicos.
 11-12;Escrita;Produção e distribuição de obras escritas;W.11-12.5.a;Demonstrar domínio das convenções padrão da língua inglesa (conforme descrito nos Padrões de Linguagem 1 a 3 até as séries 11 e 12, inclusive).
 11-12;Escrita;Produção e distribuição de obras escritas;W.11-12.5.b;Demonstrar a capacidade de escolher e usar vocabulário apropriado (conforme descrito nos Padrões de Linguagem 4 a 6 até as séries 11 e 12, inclusive).
 11-12;Escrita;Produção e distribuição de obras escritas;W.11-12.6;Utilize a tecnologia, incluindo as plataformas de comunicação online atuais, para produzir, publicar e atualizar textos individuais ou compartilhados em resposta ao feedback contínuo, incluindo novos argumentos ou informações.
 11-12;Escrita;Pesquisa para construir e apresentar conhecimento;W.11-12.7;"Realizar projetos de pesquisa de curta e longa duração para responder a uma pergunta (incluindo uma pergunta formulada pelo próprio pesquisador) ou resolver um problema; limitar ou expandir a pesquisa conforme apropriado; sintetizar múltiplas fontes sobre o tema, demonstrando compreensão do assunto investigado."
 11-12;Escrita;Pesquisa para construir e apresentar conhecimento;W.11-12.8;"Ao realizar pesquisas, reúna informações relevantes de múltiplas fontes impressas e digitais confiáveis, utilizando a busca avançada de forma eficaz; avalie os pontos fortes e as limitações de cada fonte em termos da tarefa, do propósito e do público-alvo; integre as informações ao texto de forma seletiva para manter a fluidez das ideias, evitando o plágio e a dependência excessiva de uma única fonte, e seguindo um formato padrão para as citações."
