"dia","grado","asignatura","area","codigo","descricao"
66,"10º","Bíblia","Enfoque do Curso","10.CF.2","Posso explorar e avaliar as crenças fundamentais bíblicas adventistas do sétimo dia."
67,"10º","Bíblia","Enfoque do Curso","10.CF.3","Posso aplicar as crenças adventistas do sétimo dia no discipulado de Cristo através das relações, do estilo de vida e do serviço."
68,"10º","Bíblia","Enfoque do Curso","10.CF.4","Posso explorar e examinar a vida de Ellen G. White como profeta de Deus e utilizar seus escritos."
69,"10º","Bíblia","Habilidades do Curso","10.HC.5","Posso desenvolver uma ampla gama de técnicas para estudar a Bíblia como seu próprio intérprete e incorporar sua relevância do passado ao presente através do estudo dos escritos de Ellen G. White e outros documentos contemporâneos e históricos."
70,"10º","Bíblia","Habilidades do Curso","10.HC.6","Posso adquirir e integrar conhecimento para pesquisar e analisar histórias bíblicas e/ou conceitos espirituais, com alguma profundidade."
71,"10º","Bíblia","Habilidades do Curso","10.HC.7","Posso desenvolver habilidades de pensamento criativo e de ordem superior (pesquisa, análise, síntese, avaliação, etc.) baseadas em uma cosmovisão bíblica."
72,"10º","Bíblia","Habilidades do Curso","10.HC.8","Posso usar respostas verbais e não verbais para transmitir uma mensagem clara e envolvente em uma variedade de tipos de comunicação sobre a espiritualidade bíblica para atender às necessidades de contextos, propósitos e públicos específicos."
73,"10º","Bíblia","Habilidades do Curso","10.HC.9","Posso desenvolver as habilidades para dar razões que apoiem meu pensamento, aplicando conhecimentos prévios a novos contextos, a fim de esclarecer minha própria posição pessoal e bíblica."
74,"10º","Bíblia","Habilidades do Curso","10.HC.10","Posso analisar e aplicar a relevância dos temas bíblicos e históricos e aplicá-los à minha vida."
75,"10º","Bíblia","Habilidades do Curso","10.HC.11","Posso identificar e explorar maneiras pelas quais meu relacionamento com Deus e Sua Palavra transforma minha vida e se expressa através do conhecimento, atitudes e ações."
76,"10º","Bíblia","Habilidades do Curso","10.HC.12","Posso aprender habilidades de construção de relacionamentos aplicando princípios bíblicos semelhantes a Cristo: cuidado genuíno pelos outros, lidar com desafios nos relacionamentos humanos, comunicação eficaz, aceitar responsabilidade, participar da comunidade e servir aos outros."
77,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.1","Posso identificar que o relacionamento de Deus com a humanidade cruza culturas e fronteiras e abrange toda a humanidade."
78,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.2","Posso pesquisar a natureza de Deus como vista nos tempos do Antigo Testamento e como Ele se relacionava com Seu povo."
79,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.3","Posso definir e delinear um relacionamento de aliança, especificamente entre Deus e Seu povo."
80,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.4","Posso analisar o papel e as mensagens de alguns dos profetas do Antigo Testamento, especificamente Oseias, à luz da obediência, destruição e libertação do povo."
81,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.5","Posso investigar mensagens-chave da história de Oseias, como o papel do conhecimento no relacionamento, obediência, idolatria, pecado, graça, relacionamentos saudáveis e resposta ao coração generoso de Deus."
82,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.6","Posso identificar as características de Davi que o tornaram um homem segundo o coração de Deus."
83,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.7","Posso aplicar essas características a como se pode viver segundo o coração de Deus hoje."
84,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.8","Posso explorar eventos-chave na vida de Davi, como sua unção, sua batalha com Golias, sua fuga de Saul, a morte de Saul, seu reinado e seu adultério com Bate-Seba."
85,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.9","Posso investigar mensagens-chave da vida de Davi, como o que significa ser chamado por Deus; humildade e orgulho; tentação e pecado; e responder ao amor, graça e desejo de Deus de ter um relacionamento conosco; e aplicar esses temas à vida de uma pessoa."
86,"10º","Bíblia","Conteúdo da Unidade - Sermão do Monte","10.UC.10.2.1","Posso identificar e investigar as mensagens do Sermão do Monte de Jesus e outras mensagens."
87,"10º","Bíblia","Conteúdo da Unidade - Sermão do Monte","10.UC.10.2.2","Posso aplicar pessoalmente as mensagens do Sermão do Monte de maneira relevante e significativa."
88,"10º","Bíblia","Conteúdo da Unidade - Sermão do Monte","10.UC.10.2.3","Posso investigar o que Jesus quis dizer quando ensinou sobre o reino de Deus."
89,"10º","Bíblia","Conteúdo da Unidade - Sermão do Monte","10.UC.10.2.4","Posso explorar o que significa ser seguidor de Jesus."
90,"10º","Bíblia","Conteúdo da Unidade - Igreja Primitiva","10.UC.10.3.1","Posso delinear os eventos e as pessoas envolvidas no desenvolvimento e crescimento da igreja cristã primitiva, conforme encontrado no livro de Atos."
91,"10º","Bíblia","Conteúdo da Unidade - Igreja Primitiva","10.UC.10.3.2","Posso explorar o papel do Espírito Santo em dar poder, dons espirituais, o fruto do Espírito, avivamento e reforma, e vitória em Cristo."
92,"10º","Bíblia","Conteúdo da Unidade - Igreja Primitiva","10.UC.10.3.3","Posso identificar uma variedade de maneiras pelas quais se pode responder à Grande Comissão através do testemunho e compartilhando Jesus e Suas mensagens com o mundo."
93,"10º","Bíblia","Conteúdo da Unidade - Permanecer em Jesus","10.UC.10.4.1","Posso examinar e expressar como estar conectado a Jesus (estudo da Bíblia, oração) é o segredo para uma vida abundante."
94,"10º","Bíblia","Conteúdo da Unidade - Permanecer em Jesus","10.UC.10.4.2","Posso explorar como a essência da lei de Deus é o amor."
95,"10º","Bíblia","Conteúdo da Unidade - Permanecer em Jesus","10.UC.10.4.3","Posso explorar e aplicar princípios bíblicos para as escolhas de estilo de vida (relacionamentos e casamento, saúde e substâncias, imagem corporal, mídias sociais, entretenimento, dinheiro, tentação e a vontade de Deus para nossas vidas) e como escolhas erradas nos separam de um relacionamento com Deus enquanto esperamos o retorno de Jesus."
96,"10º","Bíblia","Conteúdo da Unidade - Permanecer em Jesus","10.UC.10.4.4","Posso explorar como o plano de Deus é que tenhamos um relacionamento profundo e pessoal com Jesus Cristo, que muda tudo, e que esta verdade seja levada a todo o mundo."
97,"10º","Bíblia","Enfoque do Curso","10.CF.1","Posso identificar e examinar as Escrituras como a fonte fundamental da revelação de Deus, levando em conta sua origem e propósito."
98,"10º","Bíblia","Enfoque do Curso","10.CF.2","Posso explorar e avaliar as crenças fundamentais bíblicas adventistas do sétimo dia."
99,"10º","Bíblia","Enfoque do Curso","10.CF.3","Posso aplicar as crenças adventistas do sétimo dia no discipulado de Cristo através das relações, do estilo de vida e do serviço."
100,"10º","Bíblia","Enfoque do Curso","10.CF.4","Posso explorar e examinar a vida de Ellen G. White como profeta de Deus e utilizar seus escritos."
101,"10º","Bíblia","Habilidades do Curso","10.HC.5","Posso desenvolver uma ampla gama de técnicas para estudar a Bíblia como seu próprio intérprete e incorporar sua relevância do passado ao presente através do estudo dos escritos de Ellen G. White e outros documentos contemporâneos e históricos."
102,"10º","Bíblia","Habilidades do Curso","10.HC.6","Posso adquirir e integrar conhecimento para pesquisar e analisar histórias bíblicas e/ou conceitos espirituais, com alguma profundidade."
103,"10º","Bíblia","Habilidades do Curso","10.HC.7","Posso desenvolver habilidades de pensamento criativo e de ordem superior (pesquisa, análise, síntese, avaliação, etc.) baseadas em uma cosmovisão bíblica."
104,"10º","Bíblia","Habilidades do Curso","10.HC.8","Posso usar respostas verbais e não verbais para transmitir uma mensagem clara e envolvente em uma variedade de tipos de comunicação sobre a espiritualidade bíblica para atender às necessidades de contextos, propósitos e públicos específicos."
105,"10º","Bíblia","Habilidades do Curso","10.HC.9","Posso desenvolver as habilidades para dar razões que apoiem meu pensamento, aplicando conhecimentos prévios a novos contextos, a fim de esclarecer minha própria posição pessoal e bíblica."
106,"10º","Bíblia","Habilidades do Curso","10.HC.10","Posso analisar e aplicar a relevância dos temas bíblicos e históricos e aplicá-los à minha vida."
107,"10º","Bíblia","Habilidades do Curso","10.HC.11","Posso identificar e explorar maneiras pelas quais meu relacionamento com Deus e Sua Palavra transforma minha vida e se expressa através do conhecimento, atitudes e ações."
108,"10º","Bíblia","Habilidades do Curso","10.HC.12","Posso aprender habilidades de construção de relacionamentos aplicando princípios bíblicos semelhantes a Cristo: cuidado genuíno pelos outros, lidar com desafios nos relacionamentos humanos, comunicação eficaz, aceitar responsabilidade, participar da comunidade e servir aos outros."
109,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.1","Posso identificar que o relacionamento de Deus com a humanidade cruza culturas e fronteiras e abrange toda a humanidade."
110,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.2","Posso pesquisar a natureza de Deus como vista nos tempos do Antigo Testamento e como Ele se relacionava com Seu povo."
111,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.3","Posso definir e delinear um relacionamento de aliança, especificamente entre Deus e Seu povo."
112,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.4","Posso analisar o papel e as mensagens de alguns dos profetas do Antigo Testamento, especificamente Oseias, à luz da obediência, destruição e libertação do povo."
113,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.5","Posso investigar mensagens-chave da história de Oseias, como o papel do conhecimento no relacionamento, obediência, idolatria, pecado, graça, relacionamentos saudáveis e resposta ao coração generoso de Deus."
114,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.6","Posso identificar as características de Davi que o tornaram um homem segundo o coração de Deus."
115,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.7","Posso aplicar essas características a como se pode viver segundo o coração de Deus hoje."
116,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.8","Posso explorar eventos-chave na vida de Davi, como sua unção, sua batalha com Golias, sua fuga de Saul, a morte de Saul, seu reinado e seu adultério com Bate-Seba."
117,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.9","Posso investigar mensagens-chave da vida de Davi, como o que significa ser chamado por Deus; humildade e orgulho; tentação e pecado; e responder ao amor, graça e desejo de Deus de ter um relacionamento conosco; e aplicar esses temas à vida de uma pessoa."
118,"10º","Bíblia","Conteúdo da Unidade - Sermão do Monte","10.UC.10.2.1","Posso identificar e investigar as mensagens do Sermão do Monte de Jesus e outras mensagens."
119,"10º","Bíblia","Conteúdo da Unidade - Sermão do Monte","10.UC.10.2.2","Posso aplicar pessoalmente as mensagens do Sermão do Monte de maneira relevante e significativa."
120,"10º","Bíblia","Conteúdo da Unidade - Sermão do Monte","10.UC.10.2.3","Posso investigar o que Jesus quis dizer quando ensinou sobre o reino de Deus."
121,"10º","Bíblia","Conteúdo da Unidade - Sermão do Monte","10.UC.10.2.4","Posso explorar o que significa ser seguidor de Jesus."
122,"10º","Bíblia","Conteúdo da Unidade - Igreja Primitiva","10.UC.10.3.1","Posso delinear os eventos e as pessoas envolvidas no desenvolvimento e crescimento da igreja cristã primitiva, conforme encontrado no livro de Atos."
123,"10º","Bíblia","Conteúdo da Unidade - Igreja Primitiva","10.UC.10.3.2","Posso explorar o papel do Espírito Santo em dar poder, dons espirituais, o fruto do Espírito, avivamento e reforma, e vitória em Cristo."
124,"10º","Bíblia","Conteúdo da Unidade - Igreja Primitiva","10.UC.10.3.3","Posso identificar uma variedade de maneiras pelas quais se pode responder à Grande Comissão através do testemunho e compartilhando Jesus e Suas mensagens com o mundo."
125,"10º","Bíblia","Conteúdo da Unidade - Permanecer em Jesus","10.UC.10.4.1","Posso examinar e expressar como estar conectado a Jesus (estudo da Bíblia, oração) é o segredo para uma vida abundante."
126,"10º","Bíblia","Conteúdo da Unidade - Permanecer em Jesus","10.UC.10.4.2","Posso explorar como a essência da lei de Deus é o amor."
127,"10º","Bíblia","Conteúdo da Unidade - Permanecer em Jesus","10.UC.10.4.3","Posso explorar e aplicar princípios bíblicos para as escolhas de estilo de vida (relacionamentos e casamento, saúde e substâncias, imagem corporal, mídias sociais, entretenimento, dinheiro, tentação e a vontade de Deus para nossas vidas) e como escolhas erradas nos separam de um relacionamento com Deus enquanto esperamos o retorno de Jesus."
128,"10º","Bíblia","Conteúdo da Unidade - Permanecer em Jesus","10.UC.10.4.4","Posso explorar como o plano de Deus é que tenhamos um relacionamento profundo e pessoal com Jesus Cristo, que muda tudo, e que esta verdade seja levada a todo o mundo."
129,"10º","Bíblia","Enfoque do Curso","10.CF.1","Posso identificar e examinar as Escrituras como a fonte fundamental da revelação de Deus, levando em conta sua origem e propósito."
130,"10º","Bíblia","Enfoque do Curso","10.CF.2","Posso explorar e avaliar as crenças fundamentais bíblicas adventistas do sétimo dia."
131,"10º","Bíblia","Enfoque do Curso","10.CF.3","Posso aplicar as crenças adventistas do sétimo dia no discipulado de Cristo através das relações, do estilo de vida e do serviço."
132,"10º","Bíblia","Enfoque do Curso","10.CF.4","Posso explorar e examinar a vida de Ellen G. White como profeta de Deus e utilizar seus escritos."
133,"10º","Bíblia","Habilidades do Curso","10.HC.5","Posso desenvolver uma ampla gama de técnicas para estudar a Bíblia como seu próprio intérprete e incorporar sua relevância do passado ao presente através do estudo dos escritos de Ellen G. White e outros documentos contemporâneos e históricos."
134,"10º","Bíblia","Habilidades do Curso","10.HC.6","Posso adquirir e integrar conhecimento para pesquisar e analisar histórias bíblicas e/ou conceitos espirituais, com alguma profundidade."
135,"10º","Bíblia","Habilidades do Curso","10.HC.7","Posso desenvolver habilidades de pensamento criativo e de ordem superior (pesquisa, análise, síntese, avaliação, etc.) baseadas em uma cosmovisão bíblica."
136,"10º","Bíblia","Habilidades do Curso","10.HC.8","Posso usar respostas verbais e não verbais para transmitir uma mensagem clara e envolvente em uma variedade de tipos de comunicação sobre a espiritualidade bíblica para atender às necessidades de contextos, propósitos e públicos específicos."
137,"10º","Bíblia","Habilidades do Curso","10.HC.9","Posso desenvolver as habilidades para dar razões que apoiem meu pensamento, aplicando conhecimentos prévios a novos contextos, a fim de esclarecer minha própria posição pessoal e bíblica."
138,"10º","Bíblia","Habilidades do Curso","10.HC.10","Posso analisar e aplicar a relevância dos temas bíblicos e históricos e aplicá-los à minha vida."
139,"10º","Bíblia","Habilidades do Curso","10.HC.11","Posso identificar e explorar maneiras pelas quais meu relacionamento com Deus e Sua Palavra transforma minha vida e se expressa através do conhecimento, atitudes e ações."
140,"10º","Bíblia","Habilidades do Curso","10.HC.12","Posso aprender habilidades de construção de relacionamentos aplicando princípios bíblicos semelhantes a Cristo: cuidado genuíno pelos outros, lidar com desafios nos relacionamentos humanos, comunicação eficaz, aceitar responsabilidade, participar da comunidade e servir aos outros."
141,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.1","Posso identificar que o relacionamento de Deus com a humanidade cruza culturas e fronteiras e abrange toda a humanidade."
142,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.2","Posso pesquisar a natureza de Deus como vista nos tempos do Antigo Testamento e como Ele se relacionava com Seu povo."
143,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.3","Posso definir e delinear um relacionamento de aliança, especificamente entre Deus e Seu povo."
144,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.4","Posso analisar o papel e as mensagens de alguns dos profetas do Antigo Testamento, especificamente Oseias, à luz da obediência, destruição e libertação do povo."
145,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.5","Posso investigar mensagens-chave da história de Oseias, como o papel do conhecimento no relacionamento, obediência, idolatria, pecado, graça, relacionamentos saudáveis e resposta ao coração generoso de Deus."
146,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.6","Posso identificar as características de Davi que o tornaram um homem segundo o coração de Deus."
147,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.7","Posso aplicar essas características a como se pode viver segundo o coração de Deus hoje."
148,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.8","Posso explorar eventos-chave na vida de Davi, como sua unção, sua batalha com Golias, sua fuga de Saul, a morte de Saul, seu reinado e seu adultério com Bate-Seba."
149,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.9","Posso investigar mensagens-chave da vida de Davi, como o que significa ser chamado por Deus; humildade e orgulho; tentação e pecado; e responder ao amor, graça e desejo de Deus de ter um relacionamento conosco; e aplicar esses temas à vida de uma pessoa."
150,"10º","Bíblia","Conteúdo da Unidade - Sermão do Monte","10.UC.10.2.1","Posso identificar e investigar as mensagens do Sermão do Monte de Jesus e outras mensagens."
151,"10º","Bíblia","Conteúdo da Unidade - Sermão do Monte","10.UC.10.2.2","Posso aplicar pessoalmente as mensagens do Sermão do Monte de maneira relevante e significativa."
152,"10º","Bíblia","Conteúdo da Unidade - Sermão do Monte","10.UC.10.2.3","Posso investigar o que Jesus quis dizer quando ensinou sobre o reino de Deus."
153,"10º","Bíblia","Conteúdo da Unidade - Sermão do Monte","10.UC.10.2.4","Posso explorar o que significa ser seguidor de Jesus."
154,"10º","Bíblia","Conteúdo da Unidade - Igreja Primitiva","10.UC.10.3.1","Posso delinear os eventos e as pessoas envolvidas no desenvolvimento e crescimento da igreja cristã primitiva, conforme encontrado no livro de Atos."
155,"10º","Bíblia","Conteúdo da Unidade - Igreja Primitiva","10.UC.10.3.2","Posso explorar o papel do Espírito Santo em dar poder, dons espirituais, o fruto do Espírito, avivamento e reforma, e vitória em Cristo."
156,"10º","Bíblia","Conteúdo da Unidade - Igreja Primitiva","10.UC.10.3.3","Posso identificar uma variedade de maneiras pelas quais se pode responder à Grande Comissão através do testemunho e compartilhando Jesus e Suas mensagens com o mundo."
157,"10º","Bíblia","Conteúdo da Unidade - Permanecer em Jesus","10.UC.10.4.1","Posso examinar e expressar como estar conectado a Jesus (estudo da Bíblia, oração) é o segredo para uma vida abundante."
158,"10º","Bíblia","Conteúdo da Unidade - Permanecer em Jesus","10.UC.10.4.2","Posso explorar como a essência da lei de Deus é o amor."
159,"10º","Bíblia","Conteúdo da Unidade - Permanecer em Jesus","10.UC.10.4.3","Posso explorar e aplicar princípios bíblicos para as escolhas de estilo de vida (relacionamentos e casamento, saúde e substâncias, imagem corporal, mídias sociais, entretenimento, dinheiro, tentação e a vontade de Deus para nossas vidas) e como escolhas erradas nos separam de um relacionamento com Deus enquanto esperamos o retorno de Jesus."
160,"10º","Bíblia","Conteúdo da Unidade - Permanecer em Jesus","10.UC.10.4.4","Posso explorar como o plano de Deus é que tenhamos um relacionamento profundo e pessoal com Jesus Cristo, que muda tudo, e que esta verdade seja levada a todo o mundo."
161,"10º","Bíblia","Enfoque do Curso","10.CF.1","Posso identificar e examinar as Escrituras como a fonte fundamental da revelação de Deus, levando em conta sua origem e propósito."
162,"10º","Bíblia","Enfoque do Curso","10.CF.2","Posso explorar e avaliar as crenças fundamentais bíblicas adventistas do sétimo dia."
163,"10º","Bíblia","Enfoque do Curso","10.CF.3","Posso aplicar as crenças adventistas do sétimo dia no discipulado de Cristo através das relações, do estilo de vida e do serviço."
164,"10º","Bíblia","Enfoque do Curso","10.CF.4","Posso explorar e examinar a vida de Ellen G. White como profeta de Deus e utilizar seus escritos."
165,"10º","Bíblia","Habilidades do Curso","10.HC.5","Posso desenvolver uma ampla gama de técnicas para estudar a Bíblia como seu próprio intérprete e incorporar sua relevância do passado ao presente através do estudo dos escritos de Ellen G. White e outros documentos contemporâneos e históricos."
166,"10º","Bíblia","Habilidades do Curso","10.HC.6","Posso adquirir e integrar conhecimento para pesquisar e analisar histórias bíblicas e/ou conceitos espirituais, com alguma profundidade."
167,"10º","Bíblia","Habilidades do Curso","10.HC.7","Posso desenvolver habilidades de pensamento criativo e de ordem superior (pesquisa, análise, síntese, avaliação, etc.) baseadas em uma cosmovisão bíblica."
168,"10º","Bíblia","Habilidades do Curso","10.HC.8","Posso usar respostas verbais e não verbais para transmitir uma mensagem clara e envolvente em uma variedade de tipos de comunicação sobre a espiritualidade bíblica para atender às necessidades de contextos, propósitos e públicos específicos."
169,"10º","Bíblia","Habilidades do Curso","10.HC.9","Posso desenvolver as habilidades para dar razões que apoiem meu pensamento, aplicando conhecimentos prévios a novos contextos, a fim de esclarecer minha própria posição pessoal e bíblica."
170,"10º","Bíblia","Habilidades do Curso","10.HC.10","Posso analisar e aplicar a relevância dos temas bíblicos e históricos e aplicá-los à minha vida."
171,"10º","Bíblia","Habilidades do Curso","10.HC.11","Posso identificar e explorar maneiras pelas quais meu relacionamento com Deus e Sua Palavra transforma minha vida e se expressa através do conhecimento, atitudes e ações."
172,"10º","Bíblia","Habilidades do Curso","10.HC.12","Posso aprender habilidades de construção de relacionamentos aplicando princípios bíblicos semelhantes a Cristo: cuidado genuíno pelos outros, lidar com desafios nos relacionamentos humanos, comunicação eficaz, aceitar responsabilidade, participar da comunidade e servir aos outros."
173,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.1","Posso identificar que o relacionamento de Deus com a humanidade cruza culturas e fronteiras e abrange toda a humanidade."
174,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.2","Posso pesquisar a natureza de Deus como vista nos tempos do Antigo Testamento e como Ele se relacionava com Seu povo."
175,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.3","Posso definir e delinear um relacionamento de aliança, especificamente entre Deus e Seu povo."
176,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.4","Posso analisar o papel e as mensagens de alguns dos profetas do Antigo Testamento, especificamente Oseias, à luz da obediência, destruição e libertação do povo."
177,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.5","Posso investigar mensagens-chave da história de Oseias, como o papel do conhecimento no relacionamento, obediência, idolatria, pecado, graça, relacionamentos saudáveis e resposta ao coração generoso de Deus."
178,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.6","Posso identificar as características de Davi que o tornaram um homem segundo o coração de Deus."
179,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.7","Posso aplicar essas características a como se pode viver segundo o coração de Deus hoje."
180,"10º","Bíblia","Conteúdo da Unidade - Oseias e Davi","10.UC.10.1.8","Posso explorar eventos-chave na vida de Davi, como sua unção, sua batalha com Golias, sua fuga de Saul, a morte de Saul, seu reinado e seu adultério com Bate-Seba."
1,"11º","Bíblia","Enfoque do Curso","11.CF.1","Posso avaliar e justificar as maneiras pelas quais as Escrituras são a revelação de Deus, levando em conta sua origem e propósito."
2,"11º","Bíblia","Enfoque do Curso","11.CF.2","Posso interpretar e avaliar as crenças fundamentais bíblicas adventistas do sétimo dia."
3,"11º","Bíblia","Enfoque do Curso","11.CF.3","Posso aplicar as crenças adventistas do sétimo dia no discipulado de Cristo através das relações, do estilo de vida e do serviço."
4,"11º","Bíblia","Enfoque do Curso","11.CF.4","Posso utilizar e aplicar os escritos de Ellen G. White como profeta de Deus para aprimorar a compreensão bíblica."
5,"11º","Bíblia","Habilidades do Curso","11.HC.5","Posso aplicar uma ampla gama de técnicas para estudar a Bíblia como seu próprio intérprete, e incorporar sua relevância do passado ao presente; para estudar os escritos de Ellen G. White e outros documentos contemporâneos e históricos."
6,"11º","Bíblia","Habilidades do Curso","11.HC.6","Posso adquirir e integrar conhecimento para analisar histórias bíblicas / conceitos espirituais, com considerável profundidade."
7,"11º","Bíblia","Habilidades do Curso","11.HC.7","Posso desenvolver habilidades de pensamento criativo e de ordem superior (pesquisa, análise, síntese, avaliação, etc.) baseadas em uma cosmovisão bíblica."
8,"11º","Bíblia","Habilidades do Curso","11.HC.8","Posso modificar respostas verbais e não verbais para transmitir uma mensagem clara, envolvente e influente através de uma variedade de tipos de comunicação sobre conceitos espirituais para atender às necessidades de contextos, propósitos e públicos específicos."
9,"11º","Bíblia","Habilidades do Curso","11.HC.9","Posso desenvolver as habilidades para dar razões bíblicas para meu ponto de vista, e responder com perspicácia, a fim de justificar minha posição pessoal."
10,"11º","Bíblia","Habilidades do Curso","11.HC.10","Posso identificar, avaliar e aplicar a relevância dos temas bíblicos e históricos explorados e aplicá-los à minha vida."
11,"11º","Bíblia","Habilidades do Curso","11.HC.11","Posso identificar e investigar as maneiras pelas quais meu relacionamento com Deus e Sua Palavra transforma minha vida e se expressa através do conhecimento, atitudes e ações."
12,"11º","Bíblia","Habilidades do Curso","11.HC.12","Posso aprender habilidades de construção de relacionamentos aplicando princípios bíblicos semelhantes a Cristo: cuidado genuíno pelos outros, lidar com desafios nos relacionamentos humanos, resolução de conflitos, comunicação eficaz, aceitar responsabilidade, participar da comunidade e servir aos outros."
13,"11º","Bíblia","Conteúdo da Unidade - Natureza da Bíblia","11.UC.11.1.1","Posso explicar o propósito, a inspiração e a história da Bíblia."
14,"11º","Bíblia","Conteúdo da Unidade - Natureza da Bíblia","11.UC.11.1.2","Posso avaliar o papel da evidência arqueológica bíblica em fornecer credibilidade à Bíblia."
15,"11º","Bíblia","Conteúdo da Unidade - Natureza da Bíblia","11.UC.11.1.3","Posso delinear a liderança de Deus ao longo da história da igreja através das lentes do grande conflito entre Cristo e Satanás."
16,"11º","Bíblia","Conteúdo da Unidade - Natureza da Bíblia","11.UC.11.1.4","Posso examinar a história do cristianismo, com referência particular à Reforma (pessoas-chave, eventos, conceitos, cronologias, conflitos, doutrinas, etc.)."
17,"11º","Bíblia","Conteúdo da Unidade - Natureza da Bíblia","11.UC.11.1.5","Posso avaliar o impacto do período da Reforma na relevância e valor duradouros da Bíblia."
18,"11º","Bíblia","Conteúdo da Unidade - Natureza da Bíblia","11.UC.11.1.6","Posso relacionar influências e temas-chave do passado com o presente e possíveis eventos futuros."
19,"11º","Bíblia","Conteúdo da Unidade - Natureza da Bíblia","11.UC.11.1.7","Posso desenvolver técnicas para estudar a Bíblia."
20,"11º","Bíblia","Conteúdo da Unidade - Natureza da Bíblia","11.UC.11.1.8","Posso identificar o papel central da Bíblia em viver em um relacionamento com Cristo e sua capacidade de responder a todas as perguntas da vida."
21,"11º","Bíblia","Conteúdo da Unidade - Daniel","11.UC.11.2.1","Posso estudar vários elementos de Daniel (linguística, história, simbolismo, etc.)."
22,"11º","Bíblia","Conteúdo da Unidade - Daniel","11.UC.11.2.2","Posso explorar como o livro de Daniel mostra como Deus reinará supremo, apesar do conflito aqui e agora."
23,"11º","Bíblia","Conteúdo da Unidade - Daniel","11.UC.11.2.3","Posso identificar e aplicar narrativas, mensagens-chave e temas proféticos no livro de Daniel."
24,"11º","Bíblia","Conteúdo da Unidade - Apocalipse","11.UC.11.3.1","Posso estudar vários elementos de Apocalipse (autoria, público, linguística, estrutura, história, simbolismo, etc.)."
25,"11º","Bíblia","Conteúdo da Unidade - Apocalipse","11.UC.11.3.2","Posso identificar e explorar várias qualidades de Jesus ao longo do livro de Apocalipse, como: Doador de Esperança, Mensageiro, Cordeiro Digno, Controlador de todas as coisas, Enxugador de Lágrimas, Juiz Justo, Digno de Adoração, Vingador, Libertador e Noivo."
26,"11º","Bíblia","Conteúdo da Unidade - Apocalipse","11.UC.11.3.3","Posso identificar e aplicar narrativas, mensagens-chave e temas proféticos no livro de Apocalipse."
27,"11º","Bíblia","Conteúdo da Unidade - Apocalipse","11.UC.11.3.4","Posso identificar como construir um relacionamento duradouro com Jesus que perdure para sempre."
28,"11º","Bíblia","Conteúdo da Unidade - Movimento Adventista","11.UC.11.4.1","Posso identificar a liderança de Deus, através do Espírito Santo, no desenvolvimento da Igreja Adventista do Sétimo Dia (pessoas-chave, eventos, conceitos, cronologias, conflitos, doutrinas, etc.)."
